user,purpose,destination
1728,Holiday/ Rest & Relax,Junction 10
1729,Holiday/ Rest & Relax,Keat Hong Shopping Centre
1730,Holiday/ Rest & Relax,Limbang Shopping Centre
1731,Holiday/ Rest & Relax,Lot One
1732,To shop/attend shopping events in Singapore,Rail Mall
1733,Holiday/ Rest & Relax,Sunshine Place
1734,To shop/attend shopping events in Singapore,Teck Whye Shopping Centre
1735,General business purpose,West Mall
1736,To shop/attend shopping events in Singapore,Yew Tee Point
1737,General business purpose,Yew Tee Square
1738,To shop/attend shopping events in Singapore,321 Clementi
1739,Holiday/ Rest & Relax,The Clementi Mall
1740,Holiday/ Rest & Relax,IMM
1741,Holiday/ Rest & Relax,JCube
1742,Holiday/ Rest & Relax,Jem
1743,Holiday/ Rest & Relax,Westgate
1744,Holiday/ Rest & Relax,Jurong Point
1745,Holiday/ Rest & Relax,Pioneer Mall
1746,Holiday/ Rest & Relax,The Star Vista
1747,Company sponsored holiday,Alexandra Central
1748,Holiday/ Rest & Relax,Anchorpoint
1749,To shop/attend shopping events in Singapore,Boon Lay Shopping Centre
1750,Holiday/ Rest & Relax,Grantral Mall
1751,General business purpose,Fairprice Hub
1752,Sightseeing/ Attractions,Gek Poh Shopping Centre
1753,General business purpose,Rochester Mall
1754,Holiday/ Rest & Relax,Taman Jurong Shopping Centre
1755,Holiday/ Rest & Relax,West Coast Plaza
1756,Holiday/ Rest & Relax,Queensway Shopping Centre
1757,Holiday/ Rest & Relax,Universal Studios Singapore
1758,Holiday/ Rest & Relax,Universal Studios Singapore
1759,Holiday/ Rest & Relax,Universal Studios Singapore
1760,Holiday/ Rest & Relax,Universal Studios Singapore
1761,Holiday/ Rest & Relax,Universal Studios Singapore
1762,Holiday/ Rest & Relax,Universal Studios Singapore
1763,General business purpose,City Hall
1765,Holiday/ Rest & Relax,Universal Studios Singapore
1766,Holiday/ Rest & Relax,Universal Studios Singapore
1767,"IR (e.g. MBS, RWS)",Marina Bay Sands
1768,Sightseeing/ Attractions,Universal Studios Singapore
1769,Holiday/ Rest & Relax,Universal Studios Singapore
1770,General business purpose,City Hall
1771,General business purpose,City Hall
1772,Holiday/ Rest & Relax,Universal Studios Singapore
1773,Holiday/ Rest & Relax,Universal Studios Singapore
1774,General business purpose,City Hall
1775,General business purpose,City Hall
1776,Holiday/ Rest & Relax,Universal Studios Singapore
1777,Holiday/ Rest & Relax,Universal Studios Singapore
1778,Holiday/ Rest & Relax,Universal Studios Singapore
1779,Holiday/ Rest & Relax,Universal Studios Singapore
1780,Holiday/ Rest & Relax,Universal Studios Singapore
1781,General business purpose,City Hall
1782,"IR (e.g. MBS, RWS)",Marina Bay Sands
1783,Holiday/ Rest & Relax,Universal Studios Singapore
1784,To shop/attend shopping events in Singapore,Downtown East
1785,Holiday/ Rest & Relax,Djitsun Mall Bedok
1786,"IR (e.g. MBS, RWS)",Marina Bay Sands
1787,Holiday/ Rest & Relax,Jewel Changi Airport
1788,To shop/attend shopping events in Singapore,Katong Shopping Centre
1789,Holiday/ Rest & Relax,Katong Square
1790,Holiday/ Rest & Relax,Kallang Wave Mall
1791,To shop/attend shopping events in Singapore,Leisure Park Kallang
1792,Holiday/ Rest & Relax,i12 Katong
1793,Holiday/ Rest & Relax,Parkway Parade
1794,"IR (e.g. MBS, RWS)",Marina Bay Sands
1795,Holiday/ Rest & Relax,Roxy Square
1796,Holiday/ Rest & Relax,Singpost Centre
1797,Holiday/ Rest & Relax,Tampines 1
1798,General business purpose,Tampines Mall
1799,Holiday/ Rest & Relax,White Sands
1800,Holiday/ Rest & Relax,City Plaza
1801,Holiday/ Rest & Relax,Elias Mall
1802,General business purpose,Loyang Point
1803,Holiday/ Rest & Relax,888 Plaza
1804,Holiday/ Rest & Relax,Admiralty Place
1805,Holiday/ Rest & Relax,AMK Hub
1806,Holiday/ Rest & Relax,Canberra Plaza
1807,Holiday/ Rest & Relax,Causeway Point
1808,Holiday/ Rest & Relax,Woodlands Civic Centre
1809,Holiday/ Rest & Relax,Broadway Plaza
1810,Holiday/ Rest & Relax,Djitsun Mall
1811,Holiday/ Rest & Relax,Jubilee Square
1812,Holiday/ Rest & Relax,Junction 8
1813,General business purpose,Junction Nine
1814,Holiday/ Rest & Relax,Marsiling Mall
1815,Holiday/ Rest & Relax,Northpoint City
1816,Holiday/ Rest & Relax,Sembawang Shopping Centre
1817,General business purpose,Sun Plaza
1818,General business purpose,Vista Point
1819,General business purpose,Wisteria Mall
1820,Holiday/ Rest & Relax,Woodlands Mart
1821,Holiday/ Rest & Relax,Resorts World Sentosa
1822,Holiday/ Rest & Relax,Resorts World Sentosa
1823,Holiday/ Rest & Relax,Resorts World Sentosa
1824,Holiday/ Rest & Relax,Resorts World Sentosa
1825,Holiday/ Rest & Relax,Resorts World Sentosa
1826,Holiday/ Rest & Relax,Resorts World Sentosa
1827,Holiday/ Rest & Relax,Resorts World Sentosa
1828,Sightseeing/ Attractions,Universal Studios Singapore
1829,Holiday/ Rest & Relax,Resorts World Sentosa
1830,General business purpose,City Hall
1831,Holiday/ Rest & Relax,Resorts World Sentosa
1832,To shop/attend shopping events in Singapore,Jewel Changi Airport
1833,Holiday/ Rest & Relax,Resorts World Sentosa
1835,Holiday/ Rest & Relax,Resorts World Sentosa
1836,Holiday/ Rest & Relax,Resorts World Sentosa
1837,Holiday/ Rest & Relax,Resorts World Sentosa
1838,Holiday/ Rest & Relax,Resorts World Sentosa
1839,Sightseeing/ Attractions,Universal Studios Singapore
1840,Holiday/ Rest & Relax,Resorts World Sentosa
1841,Holiday/ Rest & Relax,Resorts World Sentosa
1842,"IR (e.g. MBS, RWS)",Marina Bay Sands
1843,Holiday/ Rest & Relax,Resorts World Sentosa
1844,Holiday/ Rest & Relax,Resorts World Sentosa
1845,Holiday/ Rest & Relax,Resorts World Sentosa
1846,Holiday/ Rest & Relax,Resorts World Sentosa
1847,Holiday/ Rest & Relax,Resorts World Sentosa
1848,Holiday/ Rest & Relax,Resorts World Sentosa
1849,Exhibition/Trade show,Raffles Hotel
1850,Sightseeing/ Attractions,Universal Studios Singapore
1851,Holiday/ Rest & Relax,Resorts World Sentosa
1852,Holiday/ Rest & Relax,Resorts World Sentosa
1853,Sightseeing/ Attractions,Universal Studios Singapore
1854,Holiday/ Rest & Relax,Resorts World Sentosa
1855,Holiday/ Rest & Relax,Resorts World Sentosa
1856,Holiday/ Rest & Relax,Resorts World Sentosa
1857,General business purpose,City Hall
1858,General business purpose,City Hall
1859,Holiday/ Rest & Relax,Resorts World Sentosa
1860,General business purpose,City Hall
1861,Holiday/ Rest & Relax,Resorts World Sentosa
1862,Holiday/ Rest & Relax,Resorts World Sentosa
1863,Holiday/ Rest & Relax,Resorts World Sentosa
1864,Holiday/ Rest & Relax,Resorts World Sentosa
1865,Holiday/ Rest & Relax,Resorts World Sentosa
1866,Holiday/ Rest & Relax,Resorts World Sentosa
1867,Company sponsored holiday,Resorts World Sentosa
1868,General business purpose,City Hall
1869,Holiday/ Rest & Relax,Resorts World Sentosa
1870,To shop/attend shopping events in Singapore,Jewel Changi Airport
1871,Company sponsored holiday,Resorts World Sentosa
1872,General business purpose,City Hall
1873,Sightseeing/ Attractions,Universal Studios Singapore
1874,General business purpose,City Hall
1875,Holiday/ Rest & Relax,Resorts World Sentosa
1876,To shop/attend shopping events in Singapore,Jewel Changi Airport
1877,Holiday/ Rest & Relax,Resorts World Sentosa
1878,Holiday/ Rest & Relax,Resorts World Sentosa
1879,Holiday/ Rest & Relax,Resorts World Sentosa
1880,Holiday/ Rest & Relax,Resorts World Sentosa
1881,Holiday/ Rest & Relax,Resorts World Sentosa
1882,General business purpose,City Hall
1883,Holiday/ Rest & Relax,Resorts World Sentosa
1884,To shop/attend shopping events in Singapore,Jewel Changi Airport
1885,Holiday/ Rest & Relax,Resorts World Sentosa
1886,Holiday/ Rest & Relax,Resorts World Sentosa
1887,To shop/attend shopping events in Singapore,Jewel Changi Airport
1888,General business purpose,City Hall
1889,General business purpose,City Hall
1890,General business purpose,City Hall
1891,Holiday/ Rest & Relax,Resorts World Sentosa
1892,To shop/attend shopping events in Singapore,Jewel Changi Airport
1893,To shop/attend shopping events in Singapore,Jewel Changi Airport
1894,General business purpose,City Hall
1895,Holiday/ Rest & Relax,Resorts World Sentosa
1896,Holiday/ Rest & Relax,Resorts World Sentosa
1897,Holiday/ Rest & Relax,Resorts World Sentosa
1898,General business purpose,City Hall
1900,General business purpose,City Hall
1901,General business purpose,City Hall
1902,Holiday/ Rest & Relax,Resorts World Sentosa
1903,Holiday/ Rest & Relax,Resorts World Sentosa
1904,Holiday/ Rest & Relax,Resorts World Sentosa
1905,Holiday/ Rest & Relax,Resorts World Sentosa
1906,Holiday/ Rest & Relax,Resorts World Sentosa
1908,Holiday/ Rest & Relax,Resorts World Sentosa
1909,General business purpose,City Hall
1910,Holiday/ Rest & Relax,Resorts World Sentosa
1911,Holiday/ Rest & Relax,Resorts World Sentosa
1912,General business purpose,City Hall
1913,Holiday/ Rest & Relax,Resorts World Sentosa
1914,General business purpose,City Hall
1915,Holiday/ Rest & Relax,Resorts World Sentosa
1916,General business purpose,City Hall
1917,Holiday/ Rest & Relax,Resorts World Sentosa
1918,General business purpose,City Hall
1919,Holiday/ Rest & Relax,Resorts World Sentosa
1920,Holiday/ Rest & Relax,Resorts World Sentosa
1921,Holiday/ Rest & Relax,Resorts World Sentosa
1922,Holiday/ Rest & Relax,Resorts World Sentosa
1923,Holiday/ Rest & Relax,Resorts World Sentosa
1924,Holiday/ Rest & Relax,Resorts World Sentosa
1925,Holiday/ Rest & Relax,Resorts World Sentosa
1926,Holiday/ Rest & Relax,Resorts World Sentosa
1927,General business purpose,City Hall
1928,Holiday/ Rest & Relax,Resorts World Sentosa
1929,Holiday/ Rest & Relax,Resorts World Sentosa
1930,Holiday/ Rest & Relax,Resorts World Sentosa
1931,Holiday/ Rest & Relax,Resorts World Sentosa
1932,Holiday/ Rest & Relax,Resorts World Sentosa
1933,Holiday/ Rest & Relax,Resorts World Sentosa
1934,Holiday/ Rest & Relax,Resorts World Sentosa
1935,Holiday/ Rest & Relax,Resorts World Sentosa
1936,Holiday/ Rest & Relax,Resorts World Sentosa
1937,Holiday/ Rest & Relax,Resorts World Sentosa
1938,Holiday/ Rest & Relax,Resorts World Sentosa
1939,General business purpose,City Hall
1940,Holiday/ Rest & Relax,Resorts World Sentosa
1941,Holiday/ Rest & Relax,Resorts World Sentosa
1942,Holiday/ Rest & Relax,Resorts World Sentosa
1943,General business purpose,City Hall
1944,Holiday/ Rest & Relax,Resorts World Sentosa
1945,General business purpose,City Hall
1946,Holiday/ Rest & Relax,Resorts World Sentosa
1947,Holiday/ Rest & Relax,Resorts World Sentosa
1948,General business purpose,City Hall
1949,Company sponsored holiday,Resorts World Sentosa
1950,Holiday/ Rest & Relax,Resorts World Sentosa
1951,Holiday/ Rest & Relax,Resorts World Sentosa
1952,Holiday/ Rest & Relax,Resorts World Sentosa
1953,Holiday/ Rest & Relax,Resorts World Sentosa
1954,Holiday/ Rest & Relax,Resorts World Sentosa
1955,Holiday/ Rest & Relax,Resorts World Sentosa
1956,Holiday/ Rest & Relax,Resorts World Sentosa
1957,To shop/attend shopping events in Singapore,Jewel Changi Airport
1958,To shop/attend shopping events in Singapore,Jewel Changi Airport
1959,Company sponsored holiday,Resorts World Sentosa
1960,Holiday/ Rest & Relax,Resorts World Sentosa
1961,Holiday/ Rest & Relax,Resorts World Sentosa
1962,Holiday/ Rest & Relax,Resorts World Sentosa
1963,Holiday/ Rest & Relax,Resorts World Sentosa
1964,Holiday/ Rest & Relax,Resorts World Sentosa
1965,General business purpose,City Hall
1966,Holiday/ Rest & Relax,Resorts World Sentosa
1967,Holiday/ Rest & Relax,Resorts World Sentosa
1968,To shop/attend shopping events in Singapore,Jewel Changi Airport
1969,Holiday/ Rest & Relax,Resorts World Sentosa
1970,Holiday/ Rest & Relax,Resorts World Sentosa
1971,Holiday/ Rest & Relax,Resorts World Sentosa
1972,Holiday/ Rest & Relax,Resorts World Sentosa
1973,Holiday/ Rest & Relax,Resorts World Sentosa
1974,Holiday/ Rest & Relax,Resorts World Sentosa
1975,Holiday/ Rest & Relax,Resorts World Sentosa
1976,Holiday/ Rest & Relax,Resorts World Sentosa
1977,Holiday/ Rest & Relax,Resorts World Sentosa
1978,Holiday/ Rest & Relax,Resorts World Sentosa
1979,General business purpose,City Hall
1980,Sightseeing/ Attractions,Marina Bay Sands
1981,Holiday/ Rest & Relax,Resorts World Sentosa
1982,General business purpose,City Hall
1983,General business purpose,City Hall
1984,General business purpose,City Hall
1985,Holiday/ Rest & Relax,Resorts World Sentosa
1986,Sightseeing/ Attractions,Marina Bay Sands
1987,Holiday/ Rest & Relax,Resorts World Sentosa
1988,Holiday/ Rest & Relax,Resorts World Sentosa
1989,Holiday/ Rest & Relax,Resorts World Sentosa
1990,Sightseeing/ Attractions,Marina Bay Sands
1991,Holiday/ Rest & Relax,Resorts World Sentosa
1992,Sightseeing/ Attractions,Marina Bay Sands
1993,Holiday/ Rest & Relax,Resorts World Sentosa
1994,Holiday/ Rest & Relax,Resorts World Sentosa
1995,Company sponsored holiday,Resorts World Sentosa
1996,General business purpose,City Hall
1997,Holiday/ Rest & Relax,Resorts World Sentosa
1998,General business purpose,City Hall
1999,Holiday/ Rest & Relax,Resorts World Sentosa
2000,Holiday/ Rest & Relax,Resorts World Sentosa
2001,To shop/attend shopping events in Singapore,Jewel Changi Airport
2002,Holiday/ Rest & Relax,Resorts World Sentosa
2003,Holiday/ Rest & Relax,Resorts World Sentosa
2004,Holiday/ Rest & Relax,Resorts World Sentosa
2005,To shop/attend shopping events in Singapore,Jewel Changi Airport
2006,Holiday/ Rest & Relax,Resorts World Sentosa
2007,Holiday/ Rest & Relax,Resorts World Sentosa
2008,Holiday/ Rest & Relax,Resorts World Sentosa
2009,General business purpose,City Hall
2010,Holiday/ Rest & Relax,Resorts World Sentosa
2011,Holiday/ Rest & Relax,Resorts World Sentosa
2012,Holiday/ Rest & Relax,Resorts World Sentosa
2013,To shop/attend shopping events in Singapore,Jewel Changi Airport
2014,Holiday/ Rest & Relax,Resorts World Sentosa
2015,Holiday/ Rest & Relax,Resorts World Sentosa
2016,Holiday/ Rest & Relax,Resorts World Sentosa
2017,Holiday/ Rest & Relax,Resorts World Sentosa
2018,Holiday/ Rest & Relax,Resorts World Sentosa
2019,Holiday/ Rest & Relax,Resorts World Sentosa
2020,General business purpose,City Hall
2021,General business purpose,City Hall
2022,To experience different cultures,Clarke Quay
2023,Sightseeing/ Attractions,Marina Bay Sands
2024,Holiday/ Rest & Relax,Resorts World Sentosa
2025,Holiday/ Rest & Relax,Resorts World Sentosa
2026,Holiday/ Rest & Relax,Resorts World Sentosa
2027,Holiday/ Rest & Relax,Resorts World Sentosa
2028,Holiday/ Rest & Relax,Resorts World Sentosa
2029,Holiday/ Rest & Relax,Resorts World Sentosa
2030,Holiday/ Rest & Relax,Resorts World Sentosa
2031,General business purpose,City Hall
2032,Holiday/ Rest & Relax,Resorts World Sentosa
2033,Holiday/ Rest & Relax,Resorts World Sentosa
2034,Holiday/ Rest & Relax,Resorts World Sentosa
2035,Holiday/ Rest & Relax,Resorts World Sentosa
2036,Holiday/ Rest & Relax,Resorts World Sentosa
2037,Holiday/ Rest & Relax,Resorts World Sentosa
2038,General business purpose,City Hall
2039,General business purpose,City Hall
2040,Holiday/ Rest & Relax,Resorts World Sentosa
2041,General business purpose,City Hall
2042,Holiday/ Rest & Relax,Resorts World Sentosa
2043,Holiday/ Rest & Relax,Resorts World Sentosa
2044,Holiday/ Rest & Relax,Resorts World Sentosa
2045,General business purpose,City Hall
2046,To shop/attend shopping events in Singapore,Jewel Changi Airport
2047,To shop/attend shopping events in Singapore,Jewel Changi Airport
2048,General business purpose,City Hall
2049,To shop/attend shopping events in Singapore,Jewel Changi Airport
2050,Holiday/ Rest & Relax,Resorts World Sentosa
2051,Holiday/ Rest & Relax,Resorts World Sentosa
2052,Holiday/ Rest & Relax,Resorts World Sentosa
2053,Holiday/ Rest & Relax,Resorts World Sentosa
2054,General business purpose,City Hall
2055,Holiday/ Rest & Relax,Resorts World Sentosa
2056,General business purpose,City Hall
2057,Holiday/ Rest & Relax,Resorts World Sentosa
2058,General business purpose,City Hall
2059,General business purpose,City Hall
2060,To shop/attend shopping events in Singapore,Jewel Changi Airport
2061,Holiday/ Rest & Relax,Resorts World Sentosa
2062,Holiday/ Rest & Relax,Resorts World Sentosa
2063,Holiday/ Rest & Relax,Resorts World Sentosa
2064,Holiday/ Rest & Relax,Resorts World Sentosa
2065,Holiday/ Rest & Relax,Resorts World Sentosa
2066,Holiday/ Rest & Relax,Resorts World Sentosa
2067,Holiday/ Rest & Relax,Resorts World Sentosa
2068,Holiday/ Rest & Relax,Resorts World Sentosa
2069,Holiday/ Rest & Relax,Resorts World Sentosa
2070,Holiday/ Rest & Relax,Resorts World Sentosa
2071,Holiday/ Rest & Relax,Resorts World Sentosa
2072,Holiday/ Rest & Relax,Resorts World Sentosa
2073,Holiday/ Rest & Relax,Resorts World Sentosa
2074,Holiday/ Rest & Relax,Resorts World Sentosa
2075,Holiday/ Rest & Relax,Resorts World Sentosa
2076,Holiday/ Rest & Relax,Resorts World Sentosa
2077,Holiday/ Rest & Relax,Resorts World Sentosa
2078,Sightseeing/ Attractions,Marina Bay Sands
2079,Holiday/ Rest & Relax,Resorts World Sentosa
2080,Holiday/ Rest & Relax,Resorts World Sentosa
2081,To shop/attend shopping events in Singapore,Jewel Changi Airport
2082,General business purpose,City Hall
2083,Holiday/ Rest & Relax,Resorts World Sentosa
2084,Holiday/ Rest & Relax,Resorts World Sentosa
2085,Holiday/ Rest & Relax,Resorts World Sentosa
2086,Holiday/ Rest & Relax,Resorts World Sentosa
2087,Holiday/ Rest & Relax,Resorts World Sentosa
2088,Holiday/ Rest & Relax,Resorts World Sentosa
2089,Holiday/ Rest & Relax,Resorts World Sentosa
2090,Holiday/ Rest & Relax,Resorts World Sentosa
2091,Holiday/ Rest & Relax,Resorts World Sentosa
2092,Holiday/ Rest & Relax,Resorts World Sentosa
2093,Holiday/ Rest & Relax,Resorts World Sentosa
2094,General business purpose,City Hall
2095,Holiday/ Rest & Relax,Resorts World Sentosa
2096,General business purpose,City Hall
2097,To shop/attend shopping events in Singapore,Jewel Changi Airport
2098,Holiday/ Rest & Relax,Resorts World Sentosa
2099,To shop/attend shopping events in Singapore,Jewel Changi Airport
2100,Holiday/ Rest & Relax,Resorts World Sentosa
2101,Sightseeing/ Attractions,Marina Bay Sands
2102,Holiday/ Rest & Relax,Resorts World Sentosa
2103,General business purpose,City Hall
2104,Holiday/ Rest & Relax,Resorts World Sentosa
2105,General business purpose,City Hall
2106,Holiday/ Rest & Relax,Resorts World Sentosa
2107,General business purpose,City Hall
2108,General business purpose,City Hall
2109,Holiday/ Rest & Relax,Resorts World Sentosa
2110,Holiday/ Rest & Relax,Adventure Cove
2111,Holiday/ Rest & Relax,Adventure Cove
2112,Holiday/ Rest & Relax,Adventure Cove
2113,Holiday/ Rest & Relax,Adventure Cove
2114,General business purpose,City Hall
2115,Holiday/ Rest & Relax,Adventure Cove
2116,Holiday/ Rest & Relax,Adventure Cove
2117,Holiday/ Rest & Relax,Adventure Cove
2118,Holiday/ Rest & Relax,Adventure Cove
2119,General business purpose,City Hall
2120,Holiday/ Rest & Relax,Adventure Cove
2121,Holiday/ Rest & Relax,Adventure Cove
2122,General business purpose,City Hall
2123,Holiday/ Rest & Relax,Adventure Cove
2124,General business purpose,City Hall
2125,Company sponsored holiday,Resorts World Sentosa
2126,General business purpose,City Hall
2127,General business purpose,City Hall
2128,Holiday/ Rest & Relax,Adventure Cove
2129,Holiday/ Rest & Relax,Adventure Cove
2130,To shop/attend shopping events in Singapore,Jewel Changi Airport
2131,Holiday/ Rest & Relax,Adventure Cove
2132,Holiday/ Rest & Relax,Adventure Cove
2133,Holiday/ Rest & Relax,Adventure Cove
2134,Holiday/ Rest & Relax,Adventure Cove
2135,Holiday/ Rest & Relax,Adventure Cove
2136,Holiday/ Rest & Relax,Adventure Cove
2137,Holiday/ Rest & Relax,Adventure Cove
2138,Holiday/ Rest & Relax,Adventure Cove
2139,To shop/attend shopping events in Singapore,Jewel Changi Airport
2140,To shop/attend shopping events in Singapore,Jewel Changi Airport
2141,Holiday/ Rest & Relax,Adventure Cove
2142,To shop/attend shopping events in Singapore,Jewel Changi Airport
2143,Holiday/ Rest & Relax,Adventure Cove
2144,Holiday/ Rest & Relax,Adventure Cove
2145,Holiday/ Rest & Relax,Adventure Cove
2146,Holiday/ Rest & Relax,Adventure Cove
